Input,Output
"Applicant earns $72167 annually, has a credit score of 591, outstanding loans totaling $56521, 7 missed payments in the last year, employment status: Employed, Living with roommates, and 0 recent credit inquiries.",Rejected
"Applicant earns $109219 annually, has a credit score of 746, outstanding loans totaling $25711, 1 missed payments in the last year, employment status: Employed, Owns home, and 0 recent credit inquiries.",Approved
"Applicant earns $112023 annually, has a credit score of 844, no outstanding loan, 0 missed payments in the last year, employment status: Self-employed, Living with roommates, and 2 recent credit inquiries.",Approved
"Applicant earns $36818 annually, has a credit score of 726, no outstanding loan, 4 missed payments in the last year, employment status: Recently changed jobs, Living with roommates, and 3 recent credit inquiries.",Rejected
"Applicant earns $105908 annually, has a credit score of 530, no outstanding loan, 8 missed payments in the last year, employment status: Employed, Living with roommates, and 5 recent credit inquiries.",Rejected
"Applicant earns $74525 annually, has a credit score of 710, outstanding loans totaling $19801, 2 missed payments in the last year, employment status: Employed, Owns home, and 1 recent credit inquiries.",Approved
"Applicant earns $120103 annually, has a credit score of 674, outstanding loans totaling $9417, 7 missed payments in the last year, employment status: Recently changed jobs, Rents apartment, and 3 recent credit inquiries.",Rejected
"Applicant earns $60966 annually, has a credit score of 833, outstanding loans totaling $39249, 2 missed payments in the last year, employment status: Employed, Rents apartment, and 3 recent credit inquiries.",Rejected
"Applicant earns $123944 annually, has a credit score of 757, outstanding loans totaling $41179, 1 missed payments in the last year, employment status: Self-employed, Living with family, and 0 recent credit inquiries.",Approved
"Applicant earns $92943 annually, has a credit score of 800, outstanding loans totaling $25056, 8 missed payments in the last year, employment status: Freelancer, Rents apartment, and 3 recent credit inquiries.",Rejected
"Applicant earns $100608 annually, has a credit score of 799, no outstanding loan, 1 missed payments in the last year, employment status: Employed, Living with family, and 2 recent credit inquiries.",Approved
"Applicant earns $87763 annually, has a credit score of 784, no outstanding loan, 4 missed payments in the last year, employment status: Freelancer, Owns home, and 4 recent credit inquiries.",Rejected
"Applicant earns $71701 annually, has a credit score of 609, no outstanding loan, 10 missed payments in the last year, employment status: Self-employed, Owns home, and 3 recent credit inquiries.",Rejected
"Applicant earns $96382 annually, has a credit score of 780, outstanding loans totaling $38873, 2 missed payments in the last year, employment status: Employed, Rents apartment, and 0 recent credit inquiries.",Approved
"Applicant earns $102005 annually, has a credit score of 776, no outstanding loan, 1 missed payments in the last year, employment status: Self-employed, Owns home, and 0 recent credit inquiries.",Approved
"Applicant earns $61151 annually, has a credit score of 811, no outstanding loan, 2 missed payments in the last year, employment status: Self-employed, Owns home, and 1 recent credit inquiries.",Approved
"Applicant earns $83899 annually, has a credit score of 794, no outstanding loan, 0 missed payments in the last year, employment status: Employed, Rents apartment, and 4 recent credit inquiries.",Rejected
"Applicant earns $148137 annually, has a credit score of 850, no outstanding loan, 0 missed payments in the last year, employment status: Employed, Living with family, and 2 recent credit inquiries.",Approved
"Applicant earns $116079 annually, has a credit score of 732, no outstanding loan, 0 missed payments in the last year, employment status: Employed, Owns home, and 1 recent credit inquiries.",Approved
"Applicant earns $95506 annually, has a credit score of 503, no outstanding loan, 1 missed payments in the last year, employment status: Employed, Rents apartment, and 1 recent credit inquiries.",Rejected
"Applicant earns $69357 annually, has a credit score of 784, outstanding loans totaling $8503, 7 missed payments in the last year, employment status: Self-employed, Living with roommates, and 2 recent credit inquiries.",Rejected
"Applicant earns $147394 annually, has a credit score of 717, no outstanding loan, 0 missed payments in the last year, employment status: Self-employed, Rents apartment, and 1 recent credit inquiries.",Approved
"Applicant earns $92060 annually, has a credit score of 734, no outstanding loan, 2 missed payments in the last year, employment status: Employed, Living with family, and 2 recent credit inquiries.",Approved
"Applicant earns $110971 annually, has a credit score of 841, outstanding loans totaling $48914, 0 missed payments in the last year, employment status: Freelancer, Living with roommates, and 1 recent credit inquiries.",Approved
"Applicant earns $118063 annually, has a credit score of 812, outstanding loans totaling $36944, 0 missed payments in the last year, employment status: Freelancer, Owns home, and 2 recent credit inquiries.",Approved
"Applicant earns $137077 annually, has a credit score of 735, no outstanding loan, 2 missed payments in the last year, employment status: Employed, Owns home, and 2 recent credit inquiries.",Approved
"Applicant earns $65915 annually, has a credit score of 800, outstanding loans totaling $33012, 0 missed payments in the last year, employment status: Freelancer, Living with family, and 0 recent credit inquiries.",Approved
"Applicant earns $98745 annually, has a credit score of 722, outstanding loans totaling $5607, 6 missed payments in the last year, employment status: Employed, Owns home, and 5 recent credit inquiries.",Rejected
"Applicant earns $144310 annually, has a credit score of 708, no outstanding loan, 2 missed payments in the last year, employment status: Freelancer, Rents apartment, and 0 recent credit inquiries.",Approved
"Applicant earns $106483 annually, has a credit score of 812, no outstanding loan, 2 missed payments in the last year, employment status: Employed, Owns home, and 2 recent credit inquiries.",Approved
"Applicant earns $104887 annually, has a credit score of 769, outstanding loans totaling $5508, 3 missed payments in the last year, employment status: Unemployed, Owns home, and 3 recent credit inquiries.",Rejected
"Applicant earns $30264 annually, has a credit score of 756, no outstanding loan, 2 missed payments in the last year, employment status: Self-employed, Rents apartment, and 2 recent credit inquiries.",Approved
"Applicant earns $49616 annually, has a credit score of 799, no outstanding loan, 10 missed payments in the last year, employment status: Recently changed jobs, Rents apartment, and 5 recent credit inquiries.",Rejected
"Applicant earns $96334 annually, has a credit score of 623, no outstanding loan, 4 missed payments in the last year, employment status: Self-employed, Living with roommates, and 1 recent credit inquiries.",Rejected
